drawdate,sales,n1,n2,n3,n4,n5,winners_5,winners_4,winners_3,winners_2,prize_5,prize_4,prize_3,prize_2
2012-12-28,184779,15,19,24,26,37,0,73,1932,20439,0,411,11,2
2012-12-29,190424,1,7,16,28,37,1,76,2225,22693,20005,119,9,2
2012-12-31,216521,8,12,21,28,35,0,62,2552,24618,0,554,10,2
2013-01-01,146919,6,12,14,17,29,0,62,1698,17035,0,370,10,2
2013-01-02,173625,16,17,20,26,37,0,50,1814,19270,0,562,11,2
2013-01-03,184168,16,18,28,30,33,0,45,1930,19832,0,679,11,2
2013-01-04,190407,10,20,30,31,35,0,112,2180,19763,0,289,11,2
2013-01-05,189366,7,13,20,25,30,0,64,2286,21750,0,466,9,2
2013-01-07,190593,12,22,23,25,34,0,46,2056,21264,0,669,11,2
2013-01-08,169078,1,6,7,28,30,2,61,1905,19473,9152,135,10,2
2013-01-09,167431,11,17,21,26,37,0,60,2131,19729,0,429,8,2
2013-01-10,179224,8,17,20,25,34,2,59,1914,19961,9975,152,11,2
2013-01-11,186947,16,18,23,28,36,1,52,2054,19790,21638,188,11,2
2013-01-12,185377,11,12,15,23,33,0,62,2178,21572,0,465,10,2
2013-01-14,182718,5,6,22,27,34,1,46,1889,20152,20498,201,11,2
2013-01-15,165808,6,11,16,32,35,1,49,1581,17966,18859,173,13,2
2013-01-16,172228,2,15,17,30,33,0,45,1745,18944,0,625,11,2
2013-01-17,174897,7,11,24,29,30,0,78,2077,21295,0,334,9,2
2013-01-18,184292,11,14,21,27,34,0,61,2118,21278,0,474,10,2
2013-01-19,189886,13,17,18,24,27,1,72,2321,22178,20310,127,9,2
2013-01-21,176316,2,15,16,33,37,2,69,1961,19575,9838,128,10,2
2013-01-22,166174,20,32,33,34,37,0,117,2112,17183,0,243,10,2
2013-01-23,170566,8,13,16,20,30,0,78,1883,19114,0,351,10,2
2013-01-24,171944,1,15,21,31,33,0,62,1819,18448,0,461,12,2
2013-01-25,180164,15,29,30,31,32,0,63,1763,18580,0,489,12,2
2013-01-26,183255,1,11,20,21,34,0,71,2073,20504,0,415,10,2
2013-01-28,181132,2,4,11,19,32,0,62,2053,21397,0,449,10,2
2013-01-29,160956,10,15,30,32,33,0,48,1786,17295,0,557,11,2
2013-01-30,165875,1,3,28,29,37,0,44,1915,19462,0,582,10,2
2013-01-31,171857,15,17,22,31,36,0,42,1525,18122,0,689,13,2
2013-02-01,193281,7,18,24,32,35,0,68,2105,21427,0,460,11,2
2013-02-02,193569,8,17,20,21,28,0,76,2333,22738,0,393,9,2
2013-02-04,187178,5,9,10,17,29,0,72,2475,23226,0,382,8,2
2013-02-05,175686,3,20,24,28,32,0,66,1845,18970,0,440,11,2
2013-02-06,175893,15,23,26,28,32,0,58,1696,19125,0,499,12,2
2013-02-07,180932,3,18,19,24,27,0,57,2106,21152,0,492,10,2
2013-02-08,190537,11,14,16,19,25,0,69,2154,21786,0,436,10,2
2013-02-09,197465,9,11,13,14,31,0,78,2235,23006,0,394,10,2
2013-02-11,190482,1,24,31,32,35,0,58,1982,19715,0,560,11,2
2013-02-12,171986,2,13,16,20,27,1,65,1921,19258,19062,132,11,2
2013-02-13,174260,8,10,14,17,32,0,49,1889,19817,0,565,10,2
2013-02-14,177680,6,8,15,24,28,1,69,2117,20763,18996,124,10,2
2013-02-15,187348,19,21,24,33,35,0,66,1891,21187,0,452,11,2
2013-02-16,190761,8,14,23,30,34,0,64,1928,20801,0,490,12,2
2013-02-18,186385,5,8,26,29,35,0,67,2014,21164,0,442,10,2
2013-02-19,170286,11,14,17,23,37,0,72,2222,20340,0,359,8,2
2013-02-20,172090,2,4,11,17,25,0,84,2122,21096,0,304,9,2
2013-02-21,179593,11,19,20,23,35,1,38,1932,20480,19607,233,11,2
2013-02-22,186368,5,11,16,18,28,2,84,2228,21926,9903,106,9,2
2013-02-23,189227,1,9,18,28,31,0,64,2111,21171,0,476,10,2
2013-02-25,181895,4,6,20,28,30,0,66,1914,20199,0,446,11,2
2013-02-26,169857,10,13,15,17,20,1,80,2231,20058,17992,101,9,2
2013-02-27,175576,8,25,28,34,35,0,46,1846,19460,0,619,11,2
2013-02-28,179223,4,18,24,32,37,0,64,1903,19422,0,462,11,2
2013-03-01,200902,8,9,27,32,34,0,53,2071,22415,0,611,11,2
2013-03-02,202133,7,9,13,31,36,0,55,2239,23335,0,576,10,2
2013-03-04,195554,3,10,27,30,35,1,59,2160,21696,21835,166,11,2
2013-03-05,176100,10,16,22,27,29,0,65,1940,19988,0,431,10,2
2013-03-06,179197,4,7,9,18,28,0,87,2526,22257,0,302,7,2
2013-03-07,180206,1,3,21,26,31,1,65,2088,19897,20199,140,11,2
2013-03-08,189290,17,22,23,35,36,0,66,1803,19916,0,483,12,2
2013-03-09,190488,5,9,14,15,31,1,59,2190,21855,20690,158,10,2
2013-03-11,182373,4,14,15,24,28,0,65,2149,20417,0,451,10,2
2013-03-12,169371,4,7,12,13,14,0,77,2210,21058,0,322,8,2
2013-03-13,175026,8,13,16,27,28,0,74,2066,20404,0,368,9,2
2013-03-14,176307,1,2,4,7,16,1,77,2448,20878,18628,109,8,2
2013-03-15,183803,2,3,15,28,31,0,51,1919,20819,0,573,11,2
2013-03-16,186907,15,17,18,24,27,1,60,2210,21516,20244,152,10,2
2013-03-18,183645,16,20,24,26,27,0,63,2030,20484,0,470,10,2
2013-03-19,167959,2,3,20,31,37,1,43,1735,18968,18486,194,11,2
2013-03-20,173719,8,9,12,13,36,0,48,1899,20478,0,557,10,2
2013-03-21,173169,3,5,6,25,36,0,57,1820,19786,0,480,11,2
2013-03-22,182401,19,20,29,30,33,1,71,2004,20453,20193,128,11,2
2013-03-23,188690,5,11,12,15,26,0,88,2256,22595,0,325,9,2
2013-03-25,179781,1,5,10,15,27,0,74,2440,21234,0,374,8,2
2013-03-26,166906,5,20,27,28,32,0,45,1704,18742,0,595,11,2
2013-03-27,174549,7,8,13,27,29,0,74,2196,21936,0,341,8,2
2013-03-28,179950,1,3,6,19,32,0,41,1982,20211,0,704,11,2
2013-03-29,187831,6,14,15,27,36,0,49,1791,19676,0,649,13,2
2013-03-30,190030,1,15,22,25,28,0,64,1980,21115,0,480,11,2
2013-04-01,190625,3,21,31,36,37,1,66,2007,21072,21347,145,11,2
2013-04-02,174748,3,8,17,20,36,1,62,1950,19963,19050,139,10,2
2013-04-03,179896,9,14,19,31,34,0,58,1936,19675,0,508,11,2
2013-04-04,184234,2,14,15,24,34,0,74,2106,20096,0,408,10,2
2013-04-05,188344,4,13,14,27,30,0,63,1989,21124,0,480,11,2
2013-04-06,191063,1,15,23,25,35,0,75,2165,21025,0,416,10,2
2013-04-08,190683,1,6,11,12,20,1,83,2330,22419,20277,110,9,2
2013-04-09,170097,2,9,23,27,36,0,71,1880,19010,0,385,11,2
2013-04-10,171830,3,11,15,22,33,1,90,2136,20048,18396,92,9,2
2013-04-11,175712,7,12,14,19,23,1,70,2306,21676,17868,115,8,2
2013-04-12,185077,3,7,21,22,30,0,66,2200,22190,0,425,9,2
2013-04-13,190890,15,17,20,26,37,1,67,2108,21549,21017,141,11,2
2013-04-15,185592,1,6,13,18,35,0,69,1917,20274,0,441,11,2
2013-04-16,166024,8,19,23,24,30,0,54,1751,18848,0,489,11,2
2013-04-17,173245,6,8,13,18,26,1,78,2085,19885,18811,109,9,2
2013-04-18,170862,11,16,17,18,29,1,84,2055,19895,18325,98,9,2
2013-04-19,179022,2,21,25,33,35,0,62,1939,19354,0,477,11,2
2013-04-20,184010,1,7,8,15,22,0,68,2422,22475,0,403,8,2
2013-04-22,180675,10,14,17,18,31,0,43,1930,20327,0,673,11,2
2013-04-23,165825,14,26,28,29,36,0,46,1716,17216,0,614,12,2
2013-04-24,166967,2,9,10,17,20,0,62,2166,20533,0,398,8,2
2013-04-25,170399,6,9,15,23,33,1,86,2025,19358,18663,98,10,2
2013-04-26,178635,4,13,28,32,33,1,63,1846,19442,20249,144,11,2
2013-04-27,175530,4,10,20,27,36,0,60,1911,19450,0,475,11,2
2013-04-29,179533,1,9,12,21,36,1,70,2036,20193,19826,127,10,2
2013-04-30,165194,1,2,17,18,31,0,49,1530,18263,0,548,13,2
2013-05-01,172079,5,15,30,34,37,2,66,2071,19430,9471,129,9,2
2013-05-02,175030,23,27,28,30,35,3,54,1755,19004,6625,166,12,2
2013-05-03,186764,2,12,19,21,23,2,93,2294,21940,9938,96,9,2
2013-05-04,185163,11,13,17,31,34,0,63,2024,21261,0,463,10,2
2013-05-06,186218,12,17,28,31,37,2,65,2027,20980,10268,142,11,2
2013-05-07,166452,10,22,29,31,35,0,55,1697,18165,0,497,12,2
2013-05-08,169472,2,4,5,19,21,0,69,2244,20137,0,375,8,2
2013-05-09,173614,4,15,16,25,34,0,55,1724,18733,0,523,12,2
2013-05-10,178833,14,17,30,32,37,0,59,1932,19585,0,496,11,2
2013-05-11,180953,5,12,18,27,37,2,71,2106,21290,9615,121,9,2
2013-05-13,176729,9,26,29,36,37,0,65,1886,19408,0,444,11,2
2013-05-14,164264,7,9,19,23,35,1,66,2021,20031,16891,116,9,2
2013-05-15,174809,4,7,16,19,24,1,78,2184,20875,18330,105,9,2
2013-05-16,167011,3,7,21,27,31,0,62,2230,20211,0,405,8,2
2013-05-17,180135,8,19,20,29,34,0,63,1993,20320,0,457,10,2
2013-05-18,181833,18,19,20,23,34,2,58,1998,19828,10290,160,11,2
2013-05-20,176384,1,4,7,17,19,2,116,2628,22434,8697,67,7,2
2013-05-21,161803,2,7,17,28,37,2,101,2336,20218,8124,73,7,2
2013-05-22,167346,5,12,16,17,33,0,56,1823,19439,0,466,10,2
2013-05-23,171213,4,5,7,14,17,0,94,2632,22129,0,256,7,2
2013-05-24,179835,1,5,28,29,31,0,60,1892,19966,0,485,11,2
2013-05-25,181511,2,4,6,7,26,2,107,2414,21978,9394,79,8,2
2013-05-27,159210,11,20,25,31,35,0,51,1681,17247,0,516,11,2
2013-05-28,159218,4,15,18,21,27,0,55,1752,18261,0,456,10,2
2013-05-29,162885,2,11,12,29,33,0,62,1911,19012,0,408,10,2
2013-05-30,167805,2,10,30,34,37,0,56,1971,18719,0,483,10,2
2013-05-31,182835,18,24,27,32,33,2,49,1885,19736,10428,191,11,2
2013-06-01,188960,6,11,13,14,28,1,59,2198,22095,20191,154,9,2
2013-06-03,192781,1,21,22,33,37,0,80,2021,21694,0,386,12,2
2013-06-04,176536,1,12,20,29,33,0,55,1873,19555,0,521,11,2
2013-06-05,175106,1,3,15,26,28,0,63,1940,20070,0,438,10,2
2013-06-06,178520,1,9,18,22,36,0,49,1991,19545,0,596,10,2
2013-06-07,187612,4,13,21,22,35,0,53,1973,20500,0,580,11,2
2013-06-08,188519,7,11,14,15,19,1,76,2683,23904,18650,111,7,2
2013-06-10,187119,9,12,23,28,32,2,89,2213,21489,10154,102,10,2
2013-06-11,168185,19,21,31,33,34,0,77,1827,18392,0,358,11,2
2013-06-12,172111,1,6,22,26,32,2,58,1632,17867,10102,157,13,2
2013-06-13,174729,1,11,17,28,30,0,65,2041,20549,0,415,9,2
2013-06-14,184875,2,12,14,30,35,1,68,1785,20171,20916,138,13,2
2013-06-15,185193,5,11,14,15,19,1,97,2371,22642,18996,88,8,2
2013-06-17,184110,3,8,18,31,32,2,52,2011,20674,10179,177,11,2
2013-06-18,167862,9,10,18,25,30,1,61,1991,19256,18236,135,9,2
2013-06-19,170261,2,4,22,28,30,0,65,1832,19057,0,421,11,2
2013-06-20,174902,8,21,29,30,36,0,63,1730,19040,0,456,12,2
2013-06-21,180906,5,7,24,27,36,0,77,2046,21465,0,359,10,2
2013-06-22,185027,12,21,22,23,25,1,100,2160,20759,20474,92,9,2
2013-06-24,182756,5,12,30,34,37,1,56,1934,20279,20404,165,11,2
2013-06-25,165192,2,7,18,22,31,0,59,1830,19233,0,436,11,2
2013-06-26,168025,8,20,21,24,25,0,64,1895,19031,0,418,10,2
2013-06-27,170276,1,5,15,23,27,1,88,2096,19965,18151,93,9,2
2013-06-28,182829,4,8,9,20,25,0,58,2244,21553,0,485,9,2
2013-06-29,185894,10,24,27,31,33,1,69,1985,20278,21034,137,11,2
2013-07-01,192418,5,12,24,31,36,0,91,2098,20953,0,347,11,2
2013-07-02,173993,3,6,16,28,36,0,64,1882,19089,0,445,10,2
2013-07-03,185297,12,17,20,31,32,0,58,1765,20243,0,523,13,2
2013-07-04,163882,2,5,16,32,36,0,46,1537,17600,0,592,13,2
2013-07-05,186418,5,11,16,19,27,0,103,2325,22531,0,272,8,2
2013-07-06,185609,5,13,16,19,33,1,70,2201,21404,20073,130,10,2
2013-07-08,187538,4,24,30,36,37,0,62,1967,20017,0,504,11,2
2013-07-09,168716,5,8,24,26,31,1,74,1859,19129,18509,113,11,2
2013-07-10,170771,2,3,7,22,32,2,59,2059,20381,8958,137,9,2
2013-07-11,172826,1,3,15,16,31,0,62,1898,19419,0,446,10,2
2013-07-12,182834,3,22,24,25,34,0,50,1970,19677,0,607,11,2
2013-07-13,183618,3,17,20,32,33,0,57,1924,20321,0,523,11,2
2013-07-15,183222,9,16,18,28,30,1,65,2052,20579,20256,140,10,2
2013-07-16,166750,3,12,14,23,35,0,65,1849,19152,0,404,11,2
2013-07-17,171148,2,5,18,22,35,0,43,1870,19492,0,631,10,2
2013-07-18,175475,9,27,28,31,34,0,74,1807,18929,0,392,12,2
2013-07-19,181729,11,18,25,28,29,2,67,2157,20861,9865,133,9,2
2013-07-20,181883,1,3,16,18,37,0,65,1969,21205,0,435,10,2
2013-07-22,181555,5,11,16,26,33,1,77,2073,20299,20147,117,11,2
2013-07-23,162768,1,7,9,22,27,1,72,2148,20221,16438,103,8,2
2013-07-24,165483,13,18,19,24,36,1,53,1702,18161,18637,159,11,2
2013-07-25,169945,1,4,12,22,34,1,69,1835,19101,18779,122,11,2
2013-07-26,177112,8,26,27,33,37,0,51,1940,20158,0,551,10,2
2013-07-27,177675,2,8,14,17,36,0,58,1905,19779,0,495,11,2
2013-07-29,176677,1,15,30,34,35,1,43,1734,18467,20638,216,12,2
2013-07-30,162665,6,12,15,16,32,0,59,1688,18178,0,444,11,2
2013-07-31,166413,8,10,11,22,31,0,67,2029,19968,0,376,9,2
2013-08-01,175528,10,18,23,27,33,0,69,1996,19670,0,409,10,2
2013-08-02,188582,7,18,30,35,36,0,61,1911,20244,0,513,12,2
2013-08-03,190458,8,15,23,24,32,1,69,2053,21259,21163,138,11,2
2013-08-05,185084,2,7,8,25,29,0,49,2154,22670,0,562,9,2
2013-08-06,166128,1,19,20,25,28,0,54,1743,18640,0,493,11,2
2013-08-07,177253,7,13,18,20,24,2,78,2102,21054,9338,108,9,2
2013-08-08,168703,15,16,18,33,37,0,70,1792,18535,0,393,11,2
2013-08-09,180104,3,7,20,26,31,0,44,2024,20680,0,645,10,2
2013-08-10,185543,7,10,30,33,36,0,62,1940,20895,0,479,11,2
2013-08-12,182850,3,21,22,31,37,0,64,1961,20758,0,454,11,2
2013-08-13,166982,12,27,28,29,35,0,64,1923,18300,0,426,10,2
2013-08-14,169897,1,11,23,28,29,1,59,1855,19759,18240,140,10,2
2013-08-15,174759,4,19,28,30,36,1,61,1711,18478,20245,149,13,2
2013-08-16,184205,1,5,26,32,33,1,44,1750,19865,21027,216,12,2
2013-08-17,183382,3,4,11,19,20,1,76,2257,22090,19076,113,9,2
2013-08-19,181346,8,23,25,28,33,0,63,2111,20418,0,460,10,2
2013-08-20,167548,8,23,30,33,34,0,56,1863,18591,0,485,10,2
2013-08-21,170195,2,4,10,28,37,0,65,2001,19951,0,405,9,2
2013-08-22,170692,7,8,15,33,35,0,59,1979,20407,0,439,10,2
2013-08-23,188263,2,25,29,34,35,0,44,1983,20025,0,716,11,2
2013-08-24,182468,5,7,17,19,30,0,70,2449,22699,0,381,8,2
2013-08-26,176081,5,17,19,20,25,1,81,2399,20411,18958,106,8,2
2013-08-27,161337,2,4,6,14,32,0,58,1946,17705,0,454,10,2
2013-08-28,162529,8,13,16,24,27,0,85,2017,18832,0,298,9,2
2013-08-29,168090,2,22,24,26,37,0,39,1824,18497,0,704,11,2
2013-08-30,181199,2,14,17,35,37,0,64,1953,20520,0,451,10,2
2013-08-31,183465,24,26,28,30,31,1,66,1947,19540,21139,144,12,2
2013-09-02,165563,18,19,20,33,36,0,63,1755,17788,0,436,11,2
2013-09-03,168785,17,19,30,35,37,0,63,2027,18939,0,430,10,2
2013-09-04,170806,6,8,23,35,36,2,56,1794,18775,9606,155,11,2
2013-09-05,170614,9,17,27,29,31,1,65,2087,20013,18181,126,9,2
2013-09-06,177964,13,23,25,33,34,1,70,2140,19641,19954,128,9,2
2013-09-07,180385,5,9,24,32,35,0,54,1834,20213,0,537,12,2
2013-09-09,177746,4,9,10,12,18,1,80,2318,21815,18165,102,8,2
2013-09-10,158489,2,5,7,12,35,0,69,2140,19723,0,336,8,2
2013-09-11,162793,15,18,19,31,33,0,43,1666,18002,0,615,11,2
2013-09-12,164621,7,16,23,30,36,0,53,1711,17759,0,514,12,2
2013-09-13,176497,1,9,21,22,32,0,55,1941,20018,0,510,10,2
2013-09-14,174112,5,6,11,22,37,0,73,2107,20583,0,366,9,2
2013-09-16,171912,6,8,14,23,25,0,76,1953,19902,0,354,10,2
2013-09-17,161231,3,4,8,12,22,0,75,2107,20051,0,314,8,2
2013-09-18,168245,8,24,25,34,36,0,47,1642,17979,0,598,12,2
2013-09-19,162674,29,33,35,36,37,1,206,2128,17504,18601,40,9,2
2013-09-20,169180,2,12,22,28,33,2,67,2019,19198,9273,126,10,2
2013-09-21,176455,5,6,13,15,21,0,94,2064,20848,0,288,9,2
2013-09-23,170314,9,10,15,24,37,0,53,1890,19778,0,502,10,2
2013-09-24,158064,2,11,14,23,26,0,59,1801,17911,0,426,10,2
2013-09-25,160421,8,22,23,27,29,1,63,1906,18875,17047,122,10,2
2013-09-26,160837,20,21,22,27,29,2,82,1883,17807,8994,99,10,2
2013-09-27,171686,4,5,12,20,30,0,71,2015,20043,0,375,9,2
2013-09-28,174318,4,23,28,33,37,0,78,2065,20092,0,351,10,2
2013-09-30,174164,4,5,16,29,36,0,44,1694,18749,0,656,12,2
2013-10-01,166814,1,6,17,19,29,1,66,1998,19396,17912,122,9,2
2013-10-02,165145,4,7,10,14,36,0,56,1945,19490,0,454,10,2
2013-10-03,172354,9,26,27,28,36,0,72,1866,18471,0,398,11,2
2013-10-04,179287,10,25,29,32,37,0,50,1837,20089,0,576,11,2
2013-10-05,178142,15,19,22,35,36,0,41,1721,18847,0,730,12,2
2013-10-07,175730,9,23,34,35,37,1,56,2190,19773,19400,156,9,2
2013-10-08,160709,1,2,5,14,31,1,44,1881,17930,17864,183,10,2
2013-10-09,163740,17,19,21,23,25,2,71,2093,18689,8932,113,9,2
2013-10-10,165311,2,19,25,30,34,0,52,1627,18012,0,522,12,2
2013-10-11,174759,1,4,12,14,37,3,62,1951,20309,6258,136,10,2
2013-10-12,172308,1,3,17,27,29,1,61,2011,20738,17938,133,9,2
2013-10-14,169118,5,9,14,22,28,1,54,1985,19816,18039,150,10,2
2013-10-15,157857,2,8,10,17,32,0,52,1951,18469,0,471,9,2
2013-10-16,160971,5,21,24,25,34,0,52,1758,17995,0,498,11,2
2013-10-17,165827,12,13,16,28,33,0,69,1795,18254,0,391,10,2
2013-10-18,172275,9,15,16,22,24,0,52,1914,19651,0,525,10,2
2013-10-19,172950,12,21,24,25,36,1,50,1961,19034,19435,175,11,2
2013-10-21,170630,11,14,23,30,31,0,73,1826,18896,0,379,11,2
2013-10-22,157949,26,27,33,34,35,3,57,1826,16816,6068,144,10,2
2013-10-23,161212,2,4,5,14,20,0,64,2128,18876,0,390,8,2
2013-10-24,161269,6,9,27,29,32,1,40,1861,18272,17702,199,10,2
2013-10-25,170720,2,4,24,32,35,0,50,1756,18422,0,565,12,2
2013-10-26,171092,1,5,13,27,28,0,64,1978,20119,0,412,10,2
2013-10-28,170604,3,10,15,28,33,0,53,2037,19853,0,501,9,2
2013-10-29,156702,2,3,10,16,34,1,44,1868,18014,16992,175,9,2
2013-10-30,155028,5,11,27,29,35,0,61,1901,18185,0,392,9,2
2013-10-31,159124,6,12,14,17,22,0,41,1878,18595,0,603,10,2
2013-11-01,181951,11,22,23,30,33,0,91,2088,20850,0,315,10,2
2013-11-02,182302,4,15,26,31,34,0,62,1702,18817,0,503,13,2
2013-11-04,179678,6,11,19,31,36,1,57,1947,19679,20268,160,11,2
2013-11-05,162388,6,8,14,29,33,1,51,1715,18189,17993,159,11,2
2013-11-06,161950,4,6,22,28,36,0,60,1572,17498,0,446,12,2
2013-11-07,165773,2,4,21,27,32,0,52,1785,18855,0,506,10,2
2013-11-08,174907,10,18,26,28,31,2,58,1946,19240,9831,152,11,2
2013-11-09,174817,2,3,9,21,28,0,69,2132,21397,0,377,8,2
2013-11-11,170739,1,9,14,15,31,1,61,1816,19121,18921,140,11,2
2013-11-12,159807,8,9,23,28,31,1,52,1810,18492,17232,149,10,2
2013-11-13,159494,15,17,21,22,33,0,50,1761,18019,0,509,11,2
2013-11-14,165769,7,8,13,30,35,0,59,1909,19324,0,436,9,2
2013-11-15,173734,3,9,10,14,31,0,49,2082,20299,0,550,10,2
2013-11-16,175332,16,19,29,32,37,0,65,1852,19587,0,435,11,2
2013-11-18,172614,2,11,29,31,33,0,54,2124,19624,0,507,9,2
2013-11-19,158891,10,18,19,27,29,0,60,1939,18718,0,408,9,2
2013-11-20,164535,14,19,27,28,37,0,37,1776,19230,0,689,10,2
2013-11-21,166959,4,7,13,22,33,2,85,2061,19909,8765,93,9,2
2013-11-22,168781,6,16,19,28,37,1,66,1929,18498,19028,130,10,2
2013-11-23,173259,4,8,15,17,19,0,66,2153,20823,0,396,9,2
2013-11-25,166257,5,8,9,34,36,0,63,1802,19479,0,409,10,2
2013-11-26,158372,2,4,12,13,35,0,49,1817,18426,0,503,10,2
2013-11-27,169964,5,9,15,18,36,1,65,1985,19051,18822,130,10,2
2013-11-28,133830,4,12,16,23,32,0,50,1489,14360,0,445,11,2
2013-11-29,171722,8,26,29,30,36,1,52,1733,18009,20011,174,12,2
2013-11-30,177911,9,10,12,23,35,0,64,1973,20645,0,433,10,2
2013-12-02,182227,3,8,26,27,36,0,74,1858,20121,0,400,11,2
2013-12-03,172065,3,5,9,14,30,0,65,2294,20559,0,403,8,2
2013-12-04,170804,5,11,19,27,37,0,85,2233,21054,0,296,8,2
2013-12-05,169980,9,13,16,22,27,1,73,1814,19259,18658,116,11,2
2013-12-06,158437,7,12,17,32,34,0,51,1846,18832,0,474,10,2
2013-12-07,160960,3,5,15,17,36,0,61,1679,18744,0,411,10,2
2013-12-09,172289,2,7,9,23,28,1,71,2234,21681,17177,108,8,2
2013-12-10,163810,2,7,10,12,13,0,71,2448,20797,0,331,7,2
2013-12-11,164006,1,3,9,22,33,0,80,2141,19351,0,315,8,2
2013-12-12,166690,5,6,19,26,33,0,47,1745,18903,0,565,12,2
2013-12-13,186468,4,5,6,13,30,0,68,2232,21876,0,423,9,2
2013-12-14,175269,4,18,25,31,34,1,55,1750,18413,20399,168,12,2
2013-12-16,175184,5,20,33,35,36,0,53,1830,18726,0,551,11,2
2013-12-17,176376,1,7,8,26,30,0,57,2052,20308,0,486,10,2
2013-12-18,163699,6,7,16,17,35,2,59,1776,18976,8812,134,10,2
2013-12-19,172681,1,6,28,30,37,1,44,1841,19204,19245,197,11,2
2013-12-20,182175,10,11,13,16,22,1,86,2187,20808,19863,104,10,2
2013-12-21,177341,2,4,13,24,27,0,73,2064,20855,0,375,9,2
2013-12-23,186264,1,10,24,34,36,0,55,1800,19537,0,572,13,2
2013-12-24,177902,3,10,14,17,30,1,65,2135,20395,19336,134,9,2
2013-12-25,125827,4,18,20,24,35,0,43,1222,13369,0,490,13,2
2013-12-26,166327,14,16,17,21,26,0,45,1764,18251,0,604,11,2
2013-12-27,175415,7,10,21,22,37,0,60,2143,21566,0,432,8,2
2013-12-28,175629,19,20,22,33,34,0,51,1674,19562,0,556,13,2
