drawdate,sales,n1,n2,n3,n4,n5,winners_5,winners_4,winners_3,winners_2,prize_5,prize_4,prize_3,prize_2
2013-12-30,181857,3,18,26,32,33,0,59,1799,19414,0,514,12,2
2013-12-31,187961,1,6,9,13,22,0,88,2393,22162,0,329,9,2
2014-01-01,144802,12,16,22,32,35,0,43,1420,14963,0,575,12,2
2014-01-02,170359,1,8,19,29,34,1,65,1886,19219,18766,130,10,2
2014-01-03,183208,7,12,14,25,34,0,59,2157,21006,0,489,10,2
2014-01-04,186355,19,23,24,27,28,0,72,2169,21716,0,403,9,2
2014-01-06,177538,7,8,28,34,35,0,81,2031,20582,0,342,10,2
2014-01-07,164148,4,5,9,12,23,0,82,2307,20800,0,287,7,2
2014-01-08,166021,8,19,24,33,34,1,59,1894,19184,17923,137,10,2
2014-01-09,169301,8,12,13,15,22,1,65,2068,20132,17822,124,9,2
2014-01-10,180545,2,7,21,22,33,1,66,2290,21912,18649,127,9,2
2014-01-11,178813,3,12,24,26,27,0,77,2135,20478,0,366,9,2
2014-01-13,177091,8,22,23,33,35,2,71,2110,20438,9569,122,10,2
2014-01-14,162976,5,7,9,29,33,0,48,2199,20463,0,492,7,2
2014-01-15,165742,11,16,19,26,35,2,54,1713,18232,9316,155,12,2
2014-01-16,168308,1,6,10,12,13,0,56,2164,20458,0,450,8,2
2014-01-17,177848,1,2,22,25,29,0,53,1858,20179,0,533,11,2
2014-01-18,178680,12,16,23,29,35,1,58,1841,19427,20270,158,12,2
2014-01-20,174011,1,12,27,31,34,0,49,1789,19084,0,580,11,2
2014-01-21,161024,2,6,23,25,33,1,54,1777,18546,17433,145,10,2
2014-01-22,165568,8,12,16,17,20,0,58,2006,19309,0,444,9,2
2014-01-23,163375,18,23,28,30,33,1,71,1847,18169,18207,115,11,2
2014-01-24,165193,8,9,21,23,33,1,58,2160,20030,17079,133,8,2
2014-01-25,178628,11,23,24,30,36,0,61,1773,19327,0,484,12,2
2014-01-27,175191,2,13,26,34,35,1,60,1686,18772,20095,150,12,2
2014-01-28,145804,3,10,33,34,37,0,74,1960,16865,0,308,9,2
2014-01-29,154278,2,3,5,6,33,0,68,1964,18740,0,340,8,2
2014-01-30,161988,3,6,13,22,31,0,57,1830,18102,0,458,10,2
2014-01-31,177752,7,12,24,28,32,0,68,2186,20987,0,401,9,2
2014-02-01,182450,4,8,21,22,27,0,65,2101,21849,0,426,10,2
2014-02-03,184071,2,5,19,21,30,1,63,2041,21263,19878,142,10,2
2014-02-04,166469,7,16,31,33,37,1,53,1971,19029,18138,155,9,2
2014-02-05,163628,5,10,14,24,28,0,60,1921,18994,0,425,10,2
2014-02-06,159867,1,15,20,22,32,0,50,1564,17044,0,534,12,2
2014-02-07,173087,2,8,9,28,35,0,71,2102,20539,0,373,9,2
2014-02-08,180028,4,5,9,10,37,1,73,2233,22271,18257,112,9,2
2014-02-10,176552,12,15,16,27,34,0,44,1790,19323,0,658,11,2
2014-02-11,157602,2,18,23,28,31,1,47,1750,17441,17633,169,11,2
2014-02-12,166874,11,15,19,20,23,0,51,1866,19676,0,503,10,2
2014-02-13,169485,5,9,19,22,37,0,82,2227,20470,0,311,8,2
2014-02-14,178841,4,7,8,29,35,0,65,2082,21489,0,416,9,2
2014-02-15,182810,7,13,35,36,37,1,68,2287,20533,20211,134,9,2
2014-02-17,178482,2,12,24,29,33,1,69,2297,20861,19078,124,9,2
2014-02-18,163879,3,16,17,18,22,0,57,1910,18390,0,462,10,2
2014-02-19,173645,3,12,16,19,20,0,61,2278,20203,0,443,8,2
2014-02-20,168341,1,7,10,33,34,0,58,1961,20299,0,437,10,2
2014-02-21,179333,14,20,30,32,34,0,60,1777,18435,0,513,12,2
2014-02-22,182432,1,12,17,20,27,0,71,2007,20929,0,404,10,2
2014-02-24,180339,1,6,8,10,21,1,80,2439,21499,18939,107,8,2
2014-02-25,165680,2,3,5,12,32,1,60,2237,19872,17303,130,8,2
2014-02-26,166340,3,5,7,15,28,0,88,2451,21389,0,267,7,2
2014-02-27,172599,28,30,32,33,34,1,130,1947,17481,20612,71,11,2
2014-02-28,186654,2,4,15,16,19,1,68,2141,22063,19754,132,10,2
2014-03-01,192189,5,9,12,13,16,2,83,2497,23725,9765,106,8,2
2014-03-03,188690,11,19,22,27,28,0,63,2296,22557,0,455,9,2
2014-03-04,172834,5,8,11,17,21,1,100,2481,21846,17154,77,7,2
2014-03-05,173187,2,3,25,32,34,0,60,1817,18869,0,474,12,2
2014-03-06,175409,9,21,28,30,32,1,60,1819,18862,20067,151,11,2
2014-03-07,183652,18,20,24,29,31,0,60,1901,19752,0,508,11,2
2014-03-08,182680,3,9,16,19,27,0,72,2366,22072,0,381,9,2
2014-03-10,181185,1,4,6,9,10,1,115,2800,22081,18641,73,7,2
2014-03-11,166599,7,13,16,19,25,0,108,1990,19748,0,236,9,2
2014-03-12,167490,2,11,24,31,36,0,39,1676,17871,0,719,12,2
2014-03-13,169428,21,26,34,36,37,0,65,1864,17899,0,438,11,2
2014-03-14,177887,3,10,11,17,36,2,59,2113,20311,9700,148,9,2
2014-03-15,176636,1,5,6,15,30,0,67,2154,20296,0,415,9,2
2014-03-17,181151,2,19,20,29,37,0,66,2152,20659,0,434,10,2
2014-03-18,169739,2,8,15,17,18,1,70,2037,20174,17875,115,9,2
2014-03-19,162919,2,7,24,26,28,0,54,1986,19482,0,459,9,2
2014-03-20,170131,10,12,24,30,32,0,51,1881,19152,0,533,11,2
2014-03-21,178139,1,4,17,24,36,1,51,1818,19353,20220,179,11,2
2014-03-22,177681,9,11,17,23,36,0,75,2214,20708,0,368,9,2
2014-03-24,177232,8,11,12,13,19,1,101,2315,22277,17690,79,8,2
2014-03-25,163924,11,17,23,32,36,0,83,1868,17797,0,325,10,2
2014-03-26,165843,1,3,5,6,22,0,82,2479,19929,0,306,7,2
2014-03-27,170947,2,3,15,27,35,0,55,1818,19668,0,489,11,2
2014-03-28,177349,10,12,24,27,37,1,61,2034,20875,18840,139,10,2
2014-03-29,177882,4,6,24,29,35,0,55,1765,19319,0,532,12,2
2014-03-31,181457,15,16,21,24,30,0,59,1788,19445,0,512,12,2
2014-04-01,174062,5,12,13,16,29,0,60,2023,20135,0,454,10,2
2014-04-02,170013,6,23,27,28,36,0,71,1728,18322,0,396,11,2
2014-04-03,178896,10,19,24,28,37,0,79,1987,20623,0,356,10,2
2014-04-04,185111,6,11,16,33,37,0,59,1991,20819,0,502,11,2
2014-04-05,184344,12,13,15,30,32,1,38,1774,19920,21011,249,12,2
2014-04-07,180549,5,7,18,19,22,0,82,2375,22833,0,317,8,2
2014-04-08,164952,1,8,24,27,31,0,56,1844,18608,0,470,10,2
2014-04-09,165756,1,5,8,12,17,1,92,2414,21217,16238,80,7,2
2014-04-10,168490,16,29,32,34,35,0,49,1775,17156,0,593,12,2
2014-04-11,175584,1,14,17,21,29,0,63,1922,19697,0,447,11,2
2014-04-12,174458,2,6,23,29,32,0,38,1846,19532,0,739,11,2
2014-04-14,173505,10,11,15,17,35,0,52,1998,20293,0,517,9,2
2014-04-15,163275,6,11,20,32,34,0,32,1548,17262,0,857,13,2
2014-04-16,164709,2,13,24,32,37,0,62,1740,18399,0,428,11,2
2014-04-17,168292,1,18,20,27,28,0,57,1789,18448,0,482,11,2
2014-04-18,171337,12,20,23,25,37,0,44,1829,19232,0,625,11,2
2014-04-19,172129,5,6,7,16,21,1,57,2203,21252,17489,138,8,2
2014-04-21,169713,10,17,27,31,33,0,70,1899,19112,0,388,10,2
2014-04-22,157558,3,9,12,31,33,0,60,2008,18851,0,399,9,2
2014-04-23,160305,1,4,11,22,29,0,66,2125,19059,0,371,8,2
2014-04-24,162833,5,6,20,22,32,1,42,1641,17919,18299,196,12,2
2014-04-25,169631,12,13,21,27,34,1,49,1869,19323,18537,170,10,2
2014-04-26,171166,7,10,15,17,36,0,72,2059,20178,0,366,9,2
2014-04-28,170689,1,12,17,30,31,0,51,1742,19042,0,540,12,2
2014-04-29,155913,1,11,13,28,32,0,54,1627,17755,0,457,11,2
2014-04-30,159788,2,12,17,26,29,0,73,1838,18958,0,335,9,2
2014-05-01,169081,1,6,21,22,31,0,59,1890,18548,0,468,11,2
2014-05-02,178605,17,28,30,34,35,0,78,1839,18893,0,385,11,2
2014-05-03,177775,1,25,34,36,37,1,60,2050,18547,20795,156,11,2
2014-05-05,176806,11,18,25,35,36,1,45,1767,18749,20438,204,12,2
2014-05-06,160269,9,13,16,31,35,0,39,1541,17261,0,682,12,2
2014-05-07,160575,1,10,17,31,32,1,80,1909,17782,17956,101,10,2
2014-05-08,159172,13,17,19,27,28,0,64,1987,19108,0,376,9,2
2014-05-09,170432,17,18,22,35,37,1,42,1807,18747,19160,206,11,2
2014-05-10,171221,1,6,9,15,29,0,71,2209,19699,0,379,8,2
2014-05-12,168351,4,18,24,36,37,0,55,1773,18094,0,508,12,2
2014-05-13,156154,4,14,15,29,31,0,56,1589,16591,0,467,12,2
2014-05-14,159294,1,22,25,26,33,0,41,1580,16993,0,648,12,2
2014-05-15,162158,4,11,12,17,22,0,70,2159,20099,0,340,8,2
2014-05-16,170883,2,19,29,34,35,0,59,2072,18621,0,476,9,2
2014-05-17,171800,7,11,12,20,33,0,51,2116,21423,0,491,9,2
2014-05-19,171698,7,9,16,22,29,0,72,2108,20643,0,360,9,2
2014-05-20,156771,5,7,9,17,31,1,64,2295,19994,15416,109,7,2
2014-05-21,156058,13,15,20,30,31,1,45,1606,16697,17921,180,11,2
2014-05-22,159814,7,15,17,23,32,0,72,2018,19066,0,337,9,2
2014-05-23,169529,11,13,25,31,32,0,59,1779,18760,0,467,11,2
2014-05-24,168287,6,7,11,14,20,2,63,2167,20670,8592,123,8,2
2014-05-26,153207,2,4,5,7,19,0,93,2480,19718,0,232,6,2
2014-05-27,153191,1,12,16,19,27,0,58,1826,18182,0,405,10,2
2014-05-28,155687,6,13,19,28,29,0,75,1840,18173,0,322,9,2
2014-05-29,161319,2,3,8,11,37,0,69,2188,20770,0,330,7,2
2014-05-30,172724,2,12,15,22,34,0,63,1973,19626,0,436,11,2
2014-05-31,175964,8,16,17,18,34,0,49,1819,19232,0,588,11,2
2014-06-02,177807,13,16,17,29,35,1,51,1937,19684,19888,176,11,2
2014-06-03,162872,10,11,18,23,36,0,72,1781,18286,0,363,10,2
2014-06-04,161793,9,14,21,26,30,3,83,1822,17653,6101,99,11,2
2014-06-05,163779,14,20,23,29,35,0,53,1666,17312,0,519,11,2
2014-06-06,167528,5,18,30,32,37,0,45,1751,17927,0,620,12,2
2014-06-07,170656,2,6,14,17,25,2,60,1902,19399,9340,140,10,2
2014-06-09,167226,11,13,18,21,23,1,65,2059,19893,17598,122,9,2
2014-06-10,153995,4,5,9,11,26,0,63,1885,19279,0,356,8,2
2014-06-11,155595,5,20,23,31,33,0,54,1591,17562,0,460,12,2
2014-06-12,157117,5,9,29,32,33,0,55,1714,17982,0,451,10,2
2014-06-13,169685,1,7,18,25,33,1,63,1984,19775,18184,130,10,2
2014-06-14,167509,3,4,5,16,26,0,56,1997,19137,0,473,9,2
2014-06-16,167075,5,15,19,27,36,0,49,1871,19133,0,538,10,2
2014-06-17,152857,5,10,15,18,22,0,81,1988,18049,0,289,9,2
2014-06-18,155333,1,5,13,24,35,0,47,1721,17885,0,520,10,2
2014-06-19,158263,2,4,5,12,13,3,67,2271,20186,5187,105,7,2
2014-06-20,164652,2,27,30,32,33,0,57,1689,17060,0,492,12,2
2014-06-21,169955,2,24,26,31,34,0,45,1671,17876,0,637,12,2
2014-06-23,167251,1,2,8,12,17,2,102,2369,20914,8390,74,7,2
2014-06-24,150691,3,16,25,31,34,0,43,1506,15411,0,604,13,2
2014-06-25,154089,4,18,19,20,36,0,50,1550,16246,0,518,12,2
2014-06-26,157538,14,17,28,29,32,0,77,1778,17640,0,329,10,2
2014-06-27,164855,3,8,12,14,15,1,63,2163,19937,17085,122,8,2
2014-06-28,166622,2,6,7,15,16,0,94,2086,20374,0,264,9,2
2014-06-30,172367,8,18,28,35,37,0,98,2058,19558,0,279,10,2
2014-07-01,160439,13,16,21,28,35,0,61,1690,17138,0,439,11,2
2014-07-02,162285,9,13,17,23,25,2,78,2130,19495,8462,98,8,2
2014-07-03,172350,5,12,17,18,26,0,78,2039,20410,0,338,9,2
2014-07-04,155831,6,18,19,29,35,0,42,1700,17107,0,607,11,2
2014-07-05,166011,1,5,21,23,32,0,49,1808,18716,0,542,11,2
2014-07-07,172303,5,20,25,28,37,1,51,1964,19086,19263,170,10,2
2014-07-08,154264,2,3,29,32,33,0,85,1700,17335,0,291,11,2
2014-07-09,156399,17,19,25,33,36,1,50,1529,17077,17684,159,12,2
2014-07-10,158144,4,18,19,29,33,0,49,1829,17844,0,515,9,2
2014-07-11,167690,5,12,14,22,27,1,65,2060,19991,17610,122,9,2
2014-07-12,167489,8,15,17,20,31,0,68,1859,18865,0,394,11,2
2014-07-14,166503,2,20,24,31,32,0,56,1565,17689,0,498,12,2
2014-07-15,152950,3,5,7,24,28,0,89,2190,19491,0,245,7,2
2014-07-16,156066,8,23,27,28,36,0,53,1667,17058,0,483,12,2
2014-07-17,158255,6,24,30,32,36,0,54,1564,16078,0,507,12,2
2014-07-18,168896,4,14,19,31,34,0,62,1755,18275,0,450,12,2
2014-07-19,170563,12,13,16,29,34,0,61,1715,18940,0,452,11,2
2014-07-21,166338,1,4,11,19,36,1,60,1886,19110,18047,135,10,2
2014-07-22,148188,6,7,9,15,23,2,52,2026,18305,7524,131,8,2
2014-07-23,151706,2,5,9,28,35,0,57,1815,18529,0,396,9,2
2014-07-24,155901,1,5,17,23,27,0,57,1890,18995,0,408,8,2
2014-07-25,164049,2,9,15,18,25,0,59,1934,19480,0,425,10,2
2014-07-26,166632,16,25,26,30,32,0,49,1584,17089,0,585,13,2
2014-07-28,162834,11,12,20,32,35,0,50,1589,17957,0,530,12,2
2014-07-29,149380,6,15,23,35,37,0,59,1665,16194,0,417,10,2
2014-07-30,149327,21,22,23,25,32,1,78,1583,15717,17356,100,12,2
2014-07-31,158207,13,16,18,24,28,2,66,1885,17822,8724,119,9,2
2014-08-01,177405,16,19,21,28,30,0,50,1844,19538,0,578,12,2
2014-08-02,178225,2,6,22,26,35,1,56,1859,18968,20547,166,11,2
2014-08-04,173056,1,18,29,34,37,0,47,1878,18852,0,605,11,2
2014-08-05,156286,6,14,16,29,32,0,57,1565,16501,0,461,12,2
2014-08-06,155069,12,19,24,29,34,1,52,1868,17675,16937,146,9,2
2014-08-07,157898,6,7,13,30,35,1,46,1615,18082,17178,169,12,2
2014-08-08,166156,6,18,19,29,33,0,83,1894,19041,0,315,10,2
2014-08-09,168175,19,22,23,30,32,0,39,1735,18412,0,707,11,2
2014-08-11,167207,4,6,7,11,18,2,79,2407,21231,8259,94,7,2
2014-08-12,151563,5,7,21,27,33,0,52,1861,18676,0,430,9,2
2014-08-13,154285,2,5,22,24,27,0,40,1712,18585,0,582,9,2
2014-08-14,157287,11,14,21,25,31,0,57,1805,17353,0,449,11,2
2014-08-15,166658,1,6,21,22,34,1,56,1608,17993,19008,153,12,2
2014-08-16,167012,8,19,20,22,25,0,46,1866,19619,0,560,10,2
2014-08-18,165190,14,19,21,23,32,0,53,1864,18343,0,505,10,2
2014-08-19,151798,1,3,4,8,34,0,73,2017,17551,0,325,8,2
2014-08-20,152616,1,3,12,20,31,0,47,1663,17517,0,512,11,2
2014-08-21,153485,8,21,23,24,36,0,41,1649,16847,0,611,11,2
2014-08-22,162988,3,13,17,22,33,3,74,2007,18971,5828,106,9,2
2014-08-23,163781,2,8,19,30,32,1,54,1839,18830,17760,149,10,2
2014-08-25,161877,3,6,9,14,32,0,64,1948,18521,0,399,9,2
2014-08-26,148755,2,11,14,20,27,0,49,1702,16739,0,486,11,2
2014-08-27,152327,7,12,18,25,31,1,81,1811,17438,16576,92,9,2
2014-08-28,154760,1,7,12,14,21,0,76,2238,19130,0,300,7,2
2014-08-29,171004,3,11,18,28,36,1,58,1809,19077,19010,148,11,2
2014-08-30,170721,14,21,22,26,32,1,51,1723,18211,19649,173,12,2
2014-09-01,152635,12,14,17,19,25,3,57,1829,17812,5446,129,10,2
2014-09-02,153594,9,22,27,35,37,0,58,1709,17275,0,424,10,2
2014-09-03,159473,3,7,8,23,25,0,53,2117,20334,0,430,7,2
2014-09-04,159240,4,12,20,24,34,2,62,1930,17881,8804,127,10,2
2014-09-05,165358,1,6,22,28,32,0,47,1753,18074,0,577,11,2
2014-09-06,167772,6,7,11,14,36,0,65,2003,20026,0,393,9,2
2014-09-08,167346,9,13,21,27,30,0,61,1918,18930,0,437,10,2
2014-09-09,151875,20,24,29,34,36,0,49,1424,15529,0,533,14,2
2014-09-10,154645,1,5,11,19,34,1,61,1859,18886,15879,118,9,2
2014-09-11,156806,1,4,22,23,37,0,56,1694,17741,0,446,10,2
2014-09-12,164934,1,13,25,31,34,2,37,1664,17285,9615,234,12,2
2014-09-13,165375,6,9,11,13,25,1,77,2282,20387,16828,98,8,2
2014-09-15,167638,18,22,23,26,33,0,55,1798,18052,0,506,11,2
2014-09-16,150475,1,6,10,31,36,1,56,1603,16454,16995,136,11,2
2014-09-17,153044,7,8,18,22,34,0,51,1728,17989,0,463,10,2
2014-09-18,154370,2,10,17,30,31,0,60,1733,17240,0,415,10,2
2014-09-19,162997,4,8,27,33,37,0,64,1825,18901,0,397,10,2
2014-09-20,165275,6,12,16,21,35,1,50,1794,18545,18287,165,11,2
2014-09-22,162570,4,17,26,28,37,1,58,1691,17865,18290,142,11,2
2014-09-23,146763,2,13,14,18,21,2,57,1622,16866,7959,126,10,2
2014-09-24,151173,2,7,12,18,20,0,75,2002,18520,0,299,8,2
2014-09-25,153003,2,15,30,35,37,0,59,1603,16228,0,435,12,2
2014-09-26,160878,10,22,26,32,37,0,44,1658,17425,0,603,11,2
2014-09-27,164043,10,11,12,16,34,0,52,1729,18717,0,499,11,2
2014-09-29,163349,1,13,18,19,21,1,64,1951,19272,17316,122,9,2
2014-09-30,152099,4,16,18,33,34,1,45,1520,16409,17358,174,12,2
2014-10-01,158311,4,5,20,23,33,1,51,1689,18337,17056,151,10,2
2014-10-02,156017,2,9,20,27,33,0,53,1717,17794,0,466,11,2
2014-10-03,169682,3,4,9,11,17,0,78,2305,22068,0,304,7,2
2014-10-04,171210,1,11,19,32,33,0,47,1913,19507,0,577,10,2
2014-10-06,167449,3,9,11,13,27,1,79,2452,21242,16558,94,7,2
2014-10-07,152077,23,25,32,36,37,0,42,1583,15925,0,613,12,2
2014-10-08,153711,9,19,25,35,36,0,59,1566,16768,0,428,12,2
2014-10-09,156265,5,6,14,23,31,1,62,1817,17452,17356,126,10,2
2014-10-10,164995,1,4,12,34,35,0,44,1807,18722,0,596,10,2
2014-10-11,166127,1,24,26,29,31,0,48,1691,17597,0,581,12,2
2014-10-13,158357,10,13,17,22,27,1,77,1938,18816,16680,97,9,2
2014-10-14,149895,1,10,14,26,33,0,47,1513,16141,0,529,12,2
2014-10-15,151143,4,6,17,21,31,1,53,1548,17182,16544,141,11,2
2014-10-16,153742,8,14,17,19,25,1,60,1864,17632,16706,125,9,2
2014-10-17,161373,4,28,29,31,36,0,46,1524,16491,0,604,13,2
2014-10-18,170615,6,12,13,22,25,1,55,1919,20007,18185,149,10,2
2014-10-20,164753,2,5,12,15,29,0,61,2045,20122,0,402,9,2
2014-10-21,147301,2,12,22,24,28,0,64,1854,17347,0,354,8,2
2014-10-22,150343,7,14,26,31,32,0,51,1537,16148,0,490,12,2
2014-10-23,152344,1,15,16,21,32,1,38,1495,16078,17672,210,13,2
2014-10-24,159347,2,6,19,25,33,0,70,1828,18253,0,359,9,2
2014-10-25,159744,5,8,11,14,16,1,73,1995,19339,16539,102,9,2
2014-10-27,158144,1,9,18,20,29,0,63,1944,18178,0,395,9,2
2014-10-28,145610,2,4,20,23,31,1,45,1467,16224,16203,162,12,2
2014-10-29,144187,10,11,19,26,36,1,46,1571,15754,16295,159,11,2
2014-10-30,149370,2,4,5,16,23,0,53,1929,17326,0,440,8,2
2014-10-31,163123,10,26,27,31,34,0,37,1601,17486,0,734,13,2
2014-11-01,165593,11,27,30,35,36,0,33,1614,17472,0,844,12,2
2014-11-03,171862,1,12,22,29,32,2,66,1970,19313,9496,129,10,2
2014-11-04,152429,1,8,18,20,21,0,54,1795,17366,0,448,10,2
2014-11-05,148373,8,15,17,24,36,0,48,1577,16290,0,505,11,2
2014-11-06,156674,14,15,26,27,31,0,42,1414,16280,0,634,13,2
2014-11-07,163462,7,25,28,29,35,0,56,1931,18751,0,460,10,2
2014-11-08,165282,1,4,21,35,37,0,63,1815,18778,0,417,10,2
2014-11-10,167695,7,21,23,24,25,1,99,2097,19327,18145,82,9,2
2014-11-11,146380,4,17,24,27,30,0,54,1570,16008,0,445,11,2
2014-11-12,147274,10,20,21,26,33,1,46,1482,15873,16819,164,12,2
2014-11-13,152679,4,9,12,15,30,0,60,1783,17856,0,394,9,2
2014-11-14,159715,3,4,6,30,32,0,39,1597,17935,0,658,12,2
2014-11-15,164457,5,8,23,35,37,2,62,1956,19475,8688,126,9,2
2014-11-17,159937,7,9,22,29,36,0,66,1790,18640,0,376,10,2
2014-11-18,147364,13,19,25,26,36,1,48,1573,15770,16920,160,11,2
2014-11-19,149440,11,15,16,19,20,1,51,1749,17438,15997,141,10,2
2014-11-20,151979,8,16,30,34,36,1,51,1458,15428,18121,160,13,2
2014-11-21,162096,7,16,23,34,35,0,56,1701,17907,0,470,11,2
2014-11-22,161200,4,8,30,32,34,1,55,1752,17316,18456,151,11,2
2014-11-24,162279,2,13,25,30,34,0,44,1542,17679,0,606,12,2
2014-11-25,148626,4,11,23,24,26,0,50,1730,17258,0,464,10,2
2014-11-26,159737,4,18,21,29,31,0,56,1710,17360,0,469,11,2
2014-11-27,125394,3,18,19,30,36,0,31,1218,13519,0,670,12,2
2014-11-28,157272,2,7,15,18,35,0,49,1790,18221,0,502,10,2
2014-11-29,162457,2,8,22,25,28,0,58,1922,19095,0,432,9,2
2014-12-01,170572,8,11,16,20,31,0,45,1890,19068,0,610,10,2
2014-12-02,153320,4,10,13,18,34,0,53,1741,17522,0,457,11,2
2014-12-03,158677,21,23,28,32,34,0,64,1675,17212,0,409,11,2
2014-12-04,161054,1,9,11,15,17,0,66,2136,19941,0,358,8,2
2014-12-05,168171,1,2,27,34,35,0,44,1605,18353,0,627,12,2
2014-12-06,171644,3,12,15,18,25,1,70,2113,20311,18147,117,9,2
2014-12-08,166629,5,7,10,26,34,0,47,1905,19631,0,546,10,2
2014-12-09,152746,17,18,19,26,31,1,59,1648,16256,17610,134,11,2
2014-12-10,155871,1,9,19,20,28,1,56,1789,18391,16523,133,9,2
2014-12-11,158709,12,13,19,24,33,0,38,1851,18387,0,653,10,2
2014-12-12,166179,8,12,16,22,35,0,75,1904,19020,0,349,10,2
2014-12-13,169739,10,23,33,34,36,0,52,1878,18130,0,545,11,2
2014-12-15,168703,11,28,32,34,36,1,62,1859,17749,19614,143,11,2
2014-12-16,152969,5,14,24,28,37,1,60,1751,17588,16586,124,9,2
2014-12-17,154136,3,7,16,24,27,0,54,1932,18341,0,436,9,2
2014-12-18,158891,3,7,8,21,27,2,58,2235,20235,7824,121,7,2
2014-12-19,165070,3,4,21,27,31,0,52,1786,18752,0,504,11,2
2014-12-20,169338,2,13,18,27,32,0,54,1776,18728,0,509,11,2
2014-12-22,172536,4,8,23,25,36,0,56,1866,19192,0,498,11,2
2014-12-23,158341,2,8,11,14,27,1,92,1910,19020,16513,81,9,2
2014-12-24,169035,1,6,17,26,33,0,60,1853,18601,0,459,10,2
2014-12-25,122132,6,8,27,28,31,0,44,1276,14226,0,432,11,2
2014-12-26,162690,1,15,23,36,37,0,37,1744,17489,0,730,11,2
2014-12-27,158946,2,4,10,12,34,0,65,2142,19517,0,362,8,2
2014-12-29,164694,4,5,15,26,37,0,51,1752,18463,0,519,11,2
2014-12-30,155144,17,20,21,28,36,0,55,1544,16354,0,475,12,2
2014-12-31,173165,9,16,21,26,31,1,88,1786,18449,19948,102,12,2
